cable_id,sld_schema,cbl_type,label,from,calc_lengt,splice_id,to,backhaul,sp1_type,sp1_label,sp2_type,sp2_label,stru_label,enc_type,placement,sc_type,coords_from,coords_to,reel_end
1894,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;2;1;3;1;1;2;2;1;1;1;1;1;,12,TWV/B187/012F,TWV/B186,385,1788,TWV/B187,2,SP4A,TWV/B187/B205/2,SP4A,TWV/B187/B205/3,937187,2,1,ODP2,POINT(476423.3 618919.75),POINT(476782.87 618941.05),2
1176,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;3;,24,TWV/B155/024F,TWV/B146,895,1342,TWV/B155,2,,,,,TWV/B/EIR/CH155,4,2,JOINT,POINT(476713.16 615946.57),POINT(475944.43 615727.39),2
1175,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;3;1;,12,TWV/B156/012F,TWV/B155,588,1193,TWV/B156,2,SP4A,TWV/B156/B147/2,SP4A,TWV/B156/B147/3,952511,2,1,ODP2,POINT(475944.43 615727.39),POINT(475696.43 616230.93),2
1174,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;3;2;,24,TWV/B157/024F,TWV/B155,442,1343,TWV/B157,2,,,,,2020480,4,1,JOINT,POINT(475944.43 615727.39),POINT(475640.62 615532.21),2
1173,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;3;2;1;,12,TWV/B158/012F,TWV/B157,820,1192,TWV/B158,2,SP4A,TWV/B158/B147/4,,,895894,2,1,ODP2,POINT(475640.62 615532.21),POINT(476209.54 615032.55),2
1424,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;3;2;2;,24,TWV/B159/024F,TWV/B157,2763,12,,2,,,,,950706,,,SLACK,POINT(475640.62 615532.21),POINT(475162.09 615480.38),2
1424,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;3;2;2;1;,24,TWV/B159/024F,TWV/B157,2763,96,,2,,,,,950707,,,SLACK,POINT(475162.09 615480.38),POINT(475111.44 615468.68),2
1424,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;3;2;2;1;1;,24,TWV/B159/024F,TWV/B157,2763,97,,2,,,,,911562,,,SLACK,POINT(475111.44 615468.68),POINT(474618.66 615527.57),2
1424,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;3;2;2;1;1;1;,24,TWV/B159/024F,TWV/B157,2763,98,,2,,,,,E1007337,,,SLACK,POINT(474618.66 615527.57),POINT(474181.32 615789.88),2
1424,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;3;2;2;1;1;1;1;,24,TWV/B159/024F,TWV/B157,2763,99,,2,,,,,952065,,,SLACK,POINT(474181.32 615789.88),POINT(473750.25 615968.61),2
1424,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;3;2;2;1;1;1;1;1;,24,TWV/B159/024F,TWV/B157,2763,1118,TWV/B159,2,SP8A,TWV/B159/B201,SP4A,TWV/B159/B201/1,TWV/B/EIR/CH159,5,2,ODP1+ODP2,POINT(473750.25 615968.61),POINT(473236.26 615905.78),2
1170,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;3;2;2;1;1;1;1;1;1;,12,TWV/B160/012F,TWV/B159,271,1346,TWV/B160,2,,,,,TWV/B/EIR/CH160,4,2,JOINT,POINT(473236.26 615905.78),POINT(473029.4 615741.73),2
1168,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;3;2;2;1;1;1;1;1;1;1;,12,TWV/B161/012F,TWV/B160,421,1406,TWV/B161,2,,,,,928037,4,1,JOINT,POINT(473029.4 615741.73),POINT(472649.88 615728.64),2
1167,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;3;2;2;1;1;1;1;1;1;1;1;,12,TWV/B162/012F,TWV/B161,533,1407,TWV/B162,2,,,,,928111,4,1,JOINT,POINT(472649.88 615728.64),POINT(472304.94 615889.82),2
1166,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;3;2;2;1;1;1;1;1;1;1;1;1;,12,TWV/B163/012F,TWV/B162,1003,1115,TWV/B163,2,SP4A,TWV/B163/B201/2,,,2510444,2,1,ODP2,POINT(472304.94 615889.82),POINT(471991.2 616741.81),2
2019,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;3;2;2;1;1;1;1;1;1;1;1;1;1;,12,TWV/B164/012F,TWV/B163,246,1982,TWV/B164,2,,,,,928118,3,1,ODP3,POINT(471991.2 616741.81),POINT(472144.86 616889.42),2
1164,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;3;2;2;1;1;1;1;1;1;1;1;1;2;,12,TWV/B165/012F,TWV/B163,354,1345,TWV/B165,2,,,,,N1004631,4,1,JOINT,POINT(471991.2 616741.81),POINT(471848.19 617025.75),2
1163,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;3;2;2;1;1;1;1;1;1;1;1;1;2;1;,12,TWV/B166/012F,TWV/B165,290,1114,TWV/B166,2,SP4A,TWV/B166/B201/3,,,928466,2,1,ODP2,POINT(471848.19 617025.75),POINT(472090.22 617135.91),2
1162,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;3;2;2;1;1;1;1;1;1;1;1;1;2;2;,12,TWV/B167/012F,TWV/B165,506,1116,TWV/B167,2,SP4A,TWV/B167/B201/4,,,928495,2,1,ODP2,POINT(471848.19 617025.75),POINT(471698.14 617373.28),2
1169,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;3;1;1;3;2;2;1;1;1;1;1;1;2;,12,TWV/B168/012F,TWV/B160,535,1117,TWV/B168,2,SP4A,TWV/B168/B201/5,,,2293617,2,1,ODP2,POINT(473029.4 615741.73),POINT(472753.76 615421.66),2
1201,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;4;,24,TWV/B144/024F,TWV/B141,885,1190,TWV/B144,2,SP8A,TWV/B144/B146,SP4A,TWV/B144/B146/1,950925,5,1,ODP1+ODP2,POINT(477877.06 615261.05),POINT(477028.02 615176.38),2
1202,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;2;1;2;1;1;4;1;,12,TWV/B145/012F,TWV/B144,443,1191,TWV/B145,2,SP4A,TWV/B145/B146/2,SP4A,TWV/B145/B146/3,950906,2,1,ODP2,POINT(477028.02 615176.38),POINT(476610.03 615193.97),2
1265,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;,48,TWV/B188/048F,TWV/B117,322,1286,TWV/B188,1,SP4A,TWV/B188/B142/7,,,826323,2,1,ODP2,POINT(481444.85 616015.28),POINT(481611.75 616260.26),2
1267,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;,48,TWV/B189/048F,TWV/B188,115,1168,TWV/B189,1,SP8A,TWV/B189/B206,SP4A,TWV/B189/B206/1,826320,5,1,ODP1+ODP2,POINT(481611.75 616260.26),POINT(481658.2 616342.18),2
2017,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;,48,TWV/B190/048F,TWV/B189,75,1155,TWV/B190,1,SP4A,TWV/B190/B206/2,,,826319,2,1,ODP2,POINT(481658.2 616342.18),POINT(481685.18 616390.89),2
1268,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;,48,TWV/B191/048F,TWV/B190,243,1913,TWV/B191,1,,,,,612190,4,1,JOINT,POINT(481685.18 616390.89),POINT(481797.97 616579.74),2
1946,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;1;,12,TWV/B192/012F,TWV/B191,306,1154,TWV/B192,2,SP4A,TWV/B192/B206/3,SP4A,TWV/B192/B206/4,619910,2,1,ODP2,POINT(481797.97 616579.74),POINT(481916.28 616695.17),2
1947,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;1;1;,12,TWV/B193/012F,TWV/B192,669,1153,TWV/B193,2,SP4A,TWV/B193/B206/5,,,N1005481,2,1,ODP2,POINT(481916.28 616695.17),POINT(482067.45 617315.86),2
1269,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;,48,TWV/B194/048F,TWV/B191,252,1914,TWV/B194,1,,,,,TWV/B/EIR/CH194,3,2,ODP3,POINT(481797.97 616579.74),POINT(481628.4 616733.25),2
2018,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;,48,TWV/B195/048F,TWV/B194,908,72,,1,,,,,TWV/B/EIR/CH164,,,SLACK,POINT(481628.4 616733.25),POINT(481462.74 616981.95),2
2018,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;,48,TWV/B195/048F,TWV/B194,908,1364,TWV/B195,1,,,,,TWV/B/EIR/CH195,4,2,JOINT,POINT(481462.74 616981.95),POINT(481074.93 617385.14),2
1272,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;1;,24,TWV/B196/024F,TWV/B195,377,1288,TWV/B196,2,SP8A,TWV/B196/B207,SP4A,TWV/B196/B207/1,617698,5,1,ODP1+ODP2,POINT(481074.93 617385.14),POINT(481060.87 617674.15),2
1274,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;1;1;,24,TWV/B197/024F,TWV/B196,142,1148,TWV/B197,2,SP4A,TWV/B197/B207/2,SP4A,TWV/B197/B207/3,617700,2,1,ODP2,POINT(481060.87 617674.15),POINT(481106.22 617784.6),2
1275,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;1;1;1;,24,TWV/B198/024F,TWV/B197,249,1911,TWV/B198,2,SP4A,TWV/B198/B207/4,,,617636,2,1,ODP2,POINT(481106.22 617784.6),POINT(481059.58 617993.18),2
2023,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;,24,TWV/B199/024F,TWV/B198,94,1147,TWV/B199,2,SP4A,TWV/B199/B207/5,,,617638,2,1,ODP2,POINT(481059.58 617993.18),POINT(481056 618064.55),2
1276,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;,24,TWV/B200/024F,TWV/B199,482,1146,TWV/B200,2,SP8A,TWV/B200/B208,SP4A,TWV/B200/B208/1,616747,5,1,ODP1+ODP2,POINT(481056 618064.55),POINT(481220.24 618456.12),2
1277,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;,12,TWV/B201/012F,TWV/B200,323,1145,TWV/B201,2,SP4A,TWV/B201/B208/2,SP4A,TWV/B201/B208/3,615672,2,1,ODP2,POINT(481220.24 618456.12),POINT(481395.18 618635),2
1271,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;2;,48,TWV/B202/048F,TWV/B195,262,1152,TWV/B202,1,SP4A,TWV/B202/B206/6,,,E1007191,2,2,ODP2,POINT(481074.93 617385.14),POINT(480837.33 617414.83),2
1278,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;2;1;,48,TWV/B203/048F,TWV/B202,442,1776,TWV/B203,1,SP8A,TWV/B203/B209,SP4A,TWV/B203/B209/1,TWV/B/EIR/CH203,5,2,ODP1+ODP2,POINT(480837.33 617414.83),POINT(480421.49 617468.86),2
1933,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;2;1;1;,12,TWV/B204/012F,TWV/B203,142,1910,TWV/B204,2,SP4A,TWV/B204/B209/2,,,TWV/B/NBI/CH204,2,2,ODP2,POINT(480421.49 617468.86),POINT(480405.31 617558.88),2
1945,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;2;1;1;1;,12,TWV/B205/012F,TWV/B204,56,1777,TWV/B205,2,SP4A,TWV/B205/B209/3,,,TWV/B/NBI/CH205,2,2,ODP2,POINT(480405.31 617558.88),POINT(480358.59 617567.77),2
1386,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;2;1;2;,48,TWV/B206/048F,TWV/B203,201,1778,TWV/B206,1,SP4A,TWV/B206/B209/4,,,616050,2,1,ODP2,POINT(480421.49 617468.86),POINT(480261.03 617544.36),2
1931,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;2;1;2;1;,24,TWV/B207/024F,TWV/B206,394,1294,TWV/B207,2,SP8A,TWV/B207/B210,,,618037,1,1,ODP1,POINT(480261.03 617544.36),POINT(480276.71 617215.54),2
1369,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;2;1;2;1;1;,12,TWV/B208/012F,TWV/B207,182,1164,TWV/B208,2,SP4A,TWV/B208/B210/1,SP4A,TWV/B208/B210/2,618040,2,1,ODP2,POINT(480276.71 617215.54),POINT(480271.05 617055.45),2
1370,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;2;1;2;1;1;1;,12,TWV/B209/012F,TWV/B208,116,1166,TWV/B209,2,SP4A,TWV/B209/B210/3,,,616048,2,1,ODP2,POINT(480271.05 617055.45),POINT(480274.08 616960.88),2
1281,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;2;1;2;1;1;1;1;,12,TWV/B210/012F,TWV/B209,115,1165,TWV/B210,2,SP4A,TWV/B210/B210/4,SP4A,TWV/B210/B210/5,1919834,2,1,ODP2,POINT(480274.08 616960.88),POINT(480179.03 616961.91),2
1282,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;2;1;2;1;1;1;2;,12,TWV/B211/012F,TWV/B209,414,1167,TWV/B211,2,SP4A,TWV/B211/B210/6,SP4A,TWV/B211/B210/7,E1007369,2,1,ODP2,POINT(480274.08 616960.88),POINT(480423.52 616639.72),2
1866,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;2;1;2;2;,48,TWV/B212/048F,TWV/B206,565,1894,TWV/B212,1,SP4A,TWV/B212/B209/5,,,1192068,2,1,ODP2,POINT(480261.03 617544.36),POINT(479999.1 618001.93),2
1877,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;2;1;2;2;1;,48,TWV/B213/048F,TWV/B212,203,1779,TWV/B213,1,SP4A,TWV/B213/B209/6,,,1192062,2,1,ODP2,POINT(479999.1 618001.93),POINT(479934.8 618170.7),2
1878,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;2;1;2;2;1;1;,12,TWV/B214/012F,TWV/B213,349,1780,TWV/B214,2,SP4A,TWV/B214/B209/7,SP4A,TWV/B214/B209/8,1192056,2,1,ODP2,POINT(479934.8 618170.7),POINT(480225.59 618284.72),2
1879,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;2;1;2;2;1;2;,48,TWV/B215/048F,TWV/B213,536,1895,TWV/B215,1,,,,,1205865,4,1,JOINT,POINT(479934.8 618170.7),POINT(479751.48 618647.24),2
1880,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;2;1;2;2;1;2;1;,48,TWV/B216/048F,TWV/B215,415,1781,TWV/B216,1,SP8A,TWV/B216/B211,,,937531,1,1,ODP1,POINT(479751.48 618647.24),POINT(479609.31 619013.93),2
1885,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;2;1;2;2;1;2;1;1;,12,TWV/B217/012F,TWV/B216,396,1908,TWV/B217,2,SP4A,TWV/B217/B211/1,,,1191383,2,1,ODP2,POINT(479609.31 619013.93),POINT(479968.9 618923.03),2
1943,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;2;1;2;2;1;2;1;1;1;,12,TWV/B218/012F,TWV/B217,181,1782,TWV/B218,2,SP4A,TWV/B218/B211/2,,,1191576,2,1,ODP2,POINT(479968.9 618923.03),POINT(479928.42 618592.38),2
1891,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;2;1;2;2;1;2;1;1;2;,12,TWV/B220/012F,TWV/B217,596,1783,TWV/B220,2,SP4A,TWV/B220/B211/3,,,1191711,2,1,ODP2,POINT(479968.9 618923.03),POINT(480515.74 619072.75),2
1892,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;2;1;2;2;1;2;1;1;2;1;,12,TWV/B221/012F,TWV/B220,360,1784,TWV/B221,2,SP4A,TWV/B221/B211/4,SP4A,TWV/B221/B211/5,1191724,2,1,ODP2,POINT(480515.74 619072.75),POINT(480823.42 619209.96),2
1883,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;2;1;2;2;1;2;1;2;,24,TWV/B222/024F,TWV/B216,1458,1785,TWV/B222,2,SP8A,TWV/B222/B212,SP4A,TWV/B222/B212/1,1191914,5,1,ODP1+ODP2,POINT(479609.31 619013.93),POINT(478360 618643.08),2
1884,1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;2;1;2;2;1;2;1;2;1;,12,TWV/B223/012F,TWV/B222,374,1786,TWV/B223,2,SP4A,TWV/B223/B212/2,SP4A,TWV/B223/B212/3,1192003,2,1,ODP2,POINT(478360 618643.08),POINT(478098.04 618444.51),2
